Порядковое число администрации и комитета,Название организации  правообладателя,"Вид активности, вид спорта",Адрес,Уточнение адреса,Координаты,"Ближайшая станция метро, остановка общественного транспорта",Район,Телефон(ы),Адрес сайта или  страницы в социальных сетях,Статус (работающий/ временно приостановлено посещение),Время работы  (расписание),Доступность для лиц с нарушениями здоровья,Наличие проката инвентаря (да/нет),Наличие услуг инструктора (да/нет),Наличие помещения для переодевания (да/нет),Наличие камеры хранения (да/нет),Иные услуги (перечень)
5.0003,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Бадминтон,"Баррикадная ул, д.36","Баррикадная ул., у д.36","59.8896,30.260887",Нарвская,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0004,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Воркаут,"Васи Алексеева ул, д.14","Васи Алексеева ул., у д.14","59.880195,30.270496",Кировский завод,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0005,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Мини-футбол, уличные тренажеры","Васи Алексеева ул, д.21","Васи Алексеева ул., у д.21","59.881112,30.270645",Кировский завод,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0006,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Мини-футбол, стритбол, воркаут","Васи Алексеева ул, д.30","Васи Алексеева ул., у д.30","59.877477,30.276746",Кировский завод,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0007,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Мини-футбол, баскетбол","Ветеранов пр, д.16","Ветеранов пр., у д.16","59.845464,30.25569",Проспект Ветеранов,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0008,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Воркаут, уличные тренажеры","Ветеранов пр, д.16, лит.А","Ветеранов пр., у д.16, лит.А","59.845108,30.254655",Проспект Ветеранов,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Нет,False,False,False,False,
5.0009,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Уличные тренажеры, настольный теннис","Ветеранов пр, д.90","Ветеранов пр., у д.90","59.830561,30.214035",Проспект Ветеранов,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Нет,False,False,False,False,
5.0010,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Воркаут, уличные тренажеры, настольный теннис, ГТО","Возрождения ул, д.7/25","Возрождения ул., у д.7/25","59.881096,30.270767",Кировский завод,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0011,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Баскетбол, уличные тренажеры, детский городок, воркаут для инвалидов","Дачный пр., д.9, к. 2","Дачный пр., у д.9, к2","59.846111,30.243042",Проспект Ветеранов,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0012,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Мини-футбол, баскетбол, воркаут, настольный теннис","Зайцева ул., д.28","Зайцева ул., у д.28","59.879696,30.27248",Кировский завод,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0013,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Мини-футбол, баскетбол","Зайцева ул., д.39","Зайцева ул., у д.39","59.878683,30.276266",Кировский завод,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0014,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Хоккейная коробка, футбол, легкая атлетика, волейбол, воркаут","Канонерский остров, д.7","Канонерский остров, у д.7","59.898089,30.210708",Балтийская,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
5.0015,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Баскетбол, уличные тренажеры, волейбол, настольный теннис","Канонерский остров, д.12","Канонерский остров, у д.12","59.900222,30.216139",Балтийская,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Нет,False,False,False,False,
5.0016,"СПб ГБУ ""ЦФКиС ""Нарвская застава""","Воркаут, уличные тренажеры, настольный теннис, модуль для настольных игр","Козлова ул., д.47, к.1","Козлова ул., у д.47, к.1","59.828701,30.223503",Проспект Ветеранов,Кировский,746-58-28,Нttp://Nz-sport.ru/,Работающий,Круглосуточно свободный доступ,Да,False,False,False,False,
